Graph,Repeat,Algorithm,Time (s),Modularity,NMI
lfr-n10000-mu1,1,Leiden-LPA-coreratio_0.8,0.4755,0.7821,0.9784
lfr-n10000-mu1,2,Leiden-LPA-coreratio_0.8,0.4694,0.7821,0.9823
lfr-n10000-mu1,3,Leiden-LPA-coreratio_0.8,0.4787,0.782,0.9795
lfr-n10000-mu1,4,Leiden-LPA-coreratio_0.8,0.5566,0.782,0.9797
lfr-n10000-mu1,5,Leiden-LPA-coreratio_0.8,0.4856,0.782,0.98
lfr-n10000-mu1,6,Leiden-LPA-coreratio_0.8,0.4889,0.782,0.981
lfr-n10000-mu1,7,Leiden-LPA-coreratio_0.8,0.5315,0.782,0.9808
lfr-n10000-mu1,8,Leiden-LPA-coreratio_0.8,0.4925,0.782,0.9786
lfr-n10000-mu1,9,Leiden-LPA-coreratio_0.8,0.4876,0.782,0.9807
lfr-n10000-mu1,0,Leiden-LPA-coreratio_1.0,0.4608,0.7823,0.9852
lfr-n10000-mu1,1,Leiden-LPA-coreratio_1.0,0.4578,0.7823,0.985
lfr-n10000-mu1,2,Leiden-LPA-coreratio_1.0,0.4652,0.7823,0.9841
lfr-n10000-mu1,3,Leiden-LPA-coreratio_1.0,0.4633,0.7823,0.9842
lfr-n10000-mu1,4,Leiden-LPA-coreratio_1.0,0.4618,0.7823,0.9866
lfr-n10000-mu1,5,Leiden-LPA-coreratio_1.0,0.4573,0.7823,0.9844
lfr-n10000-mu1,6,Leiden-LPA-coreratio_1.0,0.4634,0.7823,0.9854
lfr-n10000-mu1,7,Leiden-LPA-coreratio_1.0,0.4599,0.7823,0.9853
lfr-n10000-mu1,8,Leiden-LPA-coreratio_1.0,0.4465,0.7823,0.9835
lfr-n10000-mu1,9,Leiden-LPA-coreratio_1.0,0.4733,0.7823,0.9844
lfr-n10000-mu3,0,Leiden-LPA-coreratio_0.2,0.2164,0.5502,0.7079
lfr-n10000-mu3,1,Leiden-LPA-coreratio_0.2,0.2051,0.5556,0.7207
lfr-n10000-mu3,2,Leiden-LPA-coreratio_0.2,0.2425,0.5537,0.705
lfr-n10000-mu3,3,Leiden-LPA-coreratio_0.2,0.2385,0.5504,0.7061
lfr-n10000-mu3,4,Leiden-LPA-coreratio_0.2,0.188,0.5548,0.7227
lfr-n10000-mu3,5,Leiden-LPA-coreratio_0.2,0.202,0.5544,0.7146
lfr-n10000-mu3,6,Leiden-LPA-coreratio_0.2,0.1988,0.5569,0.7217
lfr-n10000-mu3,7,Leiden-LPA-coreratio_0.2,0.2061,0.5534,0.7181
lfr-n10000-mu3,8,Leiden-LPA-coreratio_0.2,0.2171,0.5533,0.713
lfr-n10000-mu3,9,Leiden-LPA-coreratio_0.2,0.1994,0.5593,0.7346
lfr-n10000-mu3,0,Leiden-LPA-coreratio_0.4,0.2705,0.5828,0.7922
lfr-n10000-mu3,1,Leiden-LPA-coreratio_0.4,0.2629,0.5839,0.7981
lfr-n10000-mu3,2,Leiden-LPA-coreratio_0.4,0.2618,0.5863,0.8104
lfr-n10000-mu3,3,Leiden-LPA-coreratio_0.4,0.371,0.585,0.8003
lfr-n10000-mu3,4,Leiden-LPA-coreratio_0.4,0.2629,0.5867,0.8117
lfr-n10000-mu3,5,Leiden-LPA-coreratio_0.4,0.2708,0.5859,0.8016
lfr-n10000-mu3,6,Leiden-LPA-coreratio_0.4,0.2603,0.5842,0.7924
lfr-n10000-mu3,7,Leiden-LPA-coreratio_0.4,0.2712,0.5843,0.7947
lfr-n10000-mu3,8,Leiden-LPA-coreratio_0.4,0.2752,0.5844,0.8001
lfr-n10000-mu3,9,Leiden-LPA-coreratio_0.4,0.2617,0.5843,0.7965
lfr-n10000-mu3,0,Leiden-LPA-coreratio_0.6,0.3855,0.5986,0.8489
lfr-n10000-mu3,1,Leiden-LPA-coreratio_0.6,0.3835,0.5977,0.8371
lfr-n10000-mu3,2,Leiden-LPA-coreratio_0.6,0.4826,0.5985,0.8512
lfr-n10000-mu3,3,Leiden-LPA-coreratio_0.6,0.3743,0.5974,0.8394
lfr-n10000-mu3,4,Leiden-LPA-coreratio_0.6,0.3733,0.5979,0.8379
lfr-n10000-mu3,5,Leiden-LPA-coreratio_0.6,0.3762,0.5971,0.8329
lfr-n10000-mu3,6,Leiden-LPA-coreratio_0.6,0.3736,0.5988,0.8554
lfr-n10000-mu3,7,Leiden-LPA-coreratio_0.6,0.3966,0.5974,0.8463
lfr-n10000-mu3,8,Leiden-LPA-coreratio_0.6,0.3822,0.5989,0.85
lfr-n10000-mu3,9,Leiden-LPA-coreratio_0.6,0.459,0.5973,0.8445
lfr-n10000-mu3,0,Leiden-LPA-coreratio_0.8,0.5054,0.6044,0.8801
